Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,4469.6,0.1,06:32.8,07:30.5,1.11,00:00.0,0,38.5,1099,4.1,0,---,---,---,---,---,---,---,---,---,---,52.5697878,-0.1751891
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,801.3,0,04:07.6,02:28.4,3.37,00:00.0,0,30,112,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5686028,-0.1866891
1,808.6,0,04:09.6,02:26.6,3.41,00:00.0,0,30,113,7.3,0,---,---,---,---,---,---,---,---,---,---,52.568591,-0.1867952
1,815.4,0,04:11.6,02:25.3,3.44,00:00.0,0,30,114,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5685768,-0.186893
1,821.9,0,04:13.6,02:25.3,3.44,00:00.0,0,30,115,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5685633,-0.1869858
1,829.6,0,04:15.6,02:19.7,3.58,00:00.0,0,30,116,7.8,0,---,---,---,---,---,---,---,---,---,---,52.5685508,-0.1870985
1,836.8,0,04:17.6,02:17.4,3.64,00:00.0,0,30,117,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5685333,-0.1872005
1,843.4,0,04:19.6,02:18.5,3.61,00:00.0,0,31,118,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5685189,-0.1872954
1,851,0,04:21.6,02:16.2,3.67,00:00.0,0,30,119,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5685029,-0.1874044
1,858.1,0,04:23.6,02:17.0,3.65,00:00.0,0,30,120,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5684851,-0.1875056
1,864.6,0,04:25.6,02:19.3,3.59,00:00.0,0,31,121,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5684696,-0.1875979
1,871.9,0,04:27.6,02:20.4,3.56,00:00.0,0,30,122,7.3,0,---,---,---,---,---,---,---,---,---,---,52.568456,-0.187704
1,878,0,04:29.4,02:27.1,3.4,00:00.0,0,31,123,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5684457,-0.1877917
1,884.7,0,04:31.6,02:30.6,3.32,00:00.0,0,30,124,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5684323,-0.1878882
1,891.2,0,04:33.4,02:27.9,3.38,00:00.0,0,30,125,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5684235,-0.187984
1,897.8,0,04:35.4,02:28.8,3.36,00:00.0,0,30,126,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5684181,-0.1880807
1,904.4,0,04:37.6,02:29.7,3.34,00:00.0,0,30,127,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5684054,-0.1881768
1,910.9,0,04:39.4,02:27.9,3.38,00:00.0,0,31,128,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5683929,-0.1882709
1,917.5,0,04:41.4,02:30.1,3.33,00:00.0,0,28.5,129,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5683788,-0.1883648
1,924.1,0,04:43.6,02:32.0,3.29,00:00.0,0,30,130,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5683585,-0.1884572
1,931.3,0,04:45.6,02:27.9,3.38,00:00.0,0,30,131,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5683407,-0.1885602
1,938.1,0,04:47.6,02:27.1,3.4,00:00.0,0,30,132,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5683237,-0.1886562
1,944.3,0,04:49.6,02:27.1,3.4,00:00.0,0,30,133,6.2,0,---,---,---,---,---,---,---,---,---,---,52.568305,-0.1887422
1,951.5,0,04:51.6,02:25.3,3.44,00:00.0,0,30,134,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5682885,-0.1888447
1,958.1,0,04:53.6,02:28.8,3.36,00:00.0,0,30,135,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5682777,-0.1889417
1,964.3,0,04:55.6,02:30.1,3.33,00:00.0,0,30,136,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5682663,-0.1890309
1,971.6,0,04:57.6,02:25.3,3.44,00:00.0,0,30,137,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5682503,-0.1891359
1,978.5,0,04:59.6,02:24.1,3.47,00:00.0,0,30,138,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5682342,-0.1892347
1,985,0,05:01.6,02:24.1,3.47,00:00.0,0,30,139,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5682216,-0.1893271
1,992.4,0,05:03.6,02:21.2,3.54,00:00.0,0,30,140,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5682078,-0.1894352
1,999.4,0,05:05.6,02:21.2,3.54,00:00.0,0,30,141,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5681941,-0.1895352
1,1005.6,0,05:07.6,02:24.5,3.46,00:00.0,0,30,142,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5681815,-0.1896252
1,1012.7,0,05:09.6,02:26.6,3.41,00:00.0,0,28.5,143,7.1,0,---,---,---,---,---,---,---,---,---,---,52.568171,-0.1897287
1,1019.3,0,05:11.6,02:31.1,3.31,00:00.0,0,30,144,6.6,0,---,---,---,---,---,---,---,---,---,---,52.56816,-0.189824
1,1025.8,0,05:13.7,02:33.4,3.26,00:00.0,0,28.5,145,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5681459,-0.1899177
1,1032.8,0,05:15.8,02:32.0,3.29,00:00.0,0,30,146,7,0,---,---,---,---,---,---,---,---,---,---,52.5681321,-0.1900182
1,1039.3,0,05:17.8,02:33.4,3.26,00:00.0,0,28.5,147,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5681198,-0.1901126
1,1046,0,05:19.8,02:33.4,3.26,00:00.0,0,30,148,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5681094,-0.1902098
1,1053.2,0,05:22.0,02:28.8,3.36,00:00.0,0,28.5,149,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5680929,-0.1903129
1,1059.9,0,05:24.0,02:29.3,3.35,00:00.0,0,30,150,6.7,0,---,---,---,---,---,---,---,---,---,---,52.568074,-0.1904068
1,1066.8,0,05:26.0,02:28.4,3.37,00:00.0,0,28.5,151,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5680559,-0.1905051
1,1073.6,0,05:28.0,02:24.1,3.47,00:00.0,0,30,152,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5680355,-0.1905995
1,1080.2,0,05:30.0,02:27.9,3.38,00:00.0,0,28.5,153,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5680214,-0.1906947
1,1086.8,0,05:32.0,02:32.0,3.29,00:00.0,0,30,154,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5680075,-0.1907887
1,1094,0,05:34.2,02:30.1,3.33,00:00.0,0,29,155,7.3,0,---,---,---,---,---,---,---,---,---,---,52.5679945,-0.1908941
1,1100.8,0,05:36.2,02:29.7,3.34,00:00.0,0,29.5,156,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5679784,-0.1909908
1,1107.5,0,05:38.2,02:29.3,3.35,00:00.0,0,30,157,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5679657,-0.1910873
1,1114.2,0,05:40.2,02:29.3,3.35,00:00.0,0,30,158,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5679482,-0.1911816
1,1120.7,0,05:42.2,02:31.5,3.3,00:00.0,0,28.5,159,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5679348,-0.191275
1,1127.6,0,05:44.4,02:35.3,3.22,00:00.0,0,30,160,7,0,---,---,---,---,---,---,---,---,---,---,52.5679219,-0.1913759
1,1134.3,0,05:46.6,02:34.3,3.24,00:00.0,0,28.5,161,6.7,0,---,---,---,---,---,---,---,---,---,---,52.567906,-0.1914712
1,1141.1,0,05:48.4,02:28.8,3.36,00:00.0,0,30,162,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5678891,-0.1915677
1,1148,0,05:50.4,02:26.2,3.42,00:00.0,0,28.5,163,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5678741,-0.191667
1,1154.9,0,05:52.6,02:26.2,3.42,00:00.0,0,30,164,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5678576,-0.1917645
1,1162.2,0,05:54.6,02:26.2,3.42,00:00.0,0,28.5,165,7.3,0,---,---,---,---,---,---,---,---,---,---,52.567843,-0.1918694
1,1168.9,0,05:56.6,02:27.5,3.39,00:00.0,0,30,166,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5678286,-0.1919657
1,1175.2,0,05:58.6,02:28.8,3.36,00:00.0,0,30,167,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5678184,-0.192057
1,1183.1,0,06:00.8,02:25.3,3.44,00:00.0,0,28.5,168,8,0,---,---,---,---,---,---,---,---,---,---,52.5677998,-0.1921701
1,1189.9,0,06:02.8,02:25.8,3.43,00:00.0,0,28.5,169,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5677824,-0.192267
1,1196.1,0,06:04.7,02:27.9,3.38,00:00.0,0,30,170,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5677666,-0.1923548
1,1203.7,0,06:07.0,02:26.6,3.41,00:00.0,0,28,171,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5677526,-0.1924651
1,1210.2,0,06:09.0,02:31.5,3.3,00:00.0,0,29.5,172,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5677462,-0.1925604
1,1216.8,0,06:11.0,02:34.8,3.23,00:00.0,0,28.5,173,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5677392,-0.1926566
1,1223.3,0,06:13.0,02:32.4,3.28,00:00.0,0,28.5,174,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5677344,-0.1927528
1,1230.3,0,06:15.2,02:34.3,3.24,00:00.0,0,30,175,7,0,---,---,---,---,---,---,---,---,---,---,52.5677266,-0.1928559
1,1237,0,06:17.2,02:34.3,3.24,00:00.0,0,28.5,176,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5677197,-0.1929543
1,1243.8,0,06:19.2,02:31.1,3.31,00:00.0,0,30,177,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5677082,-0.1930518
1,1250.3,0,06:21.2,02:30.6,3.32,00:00.0,0,30,178,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5676947,-0.1931455
1,1257.4,0,06:23.4,02:32.4,3.28,00:00.0,0,28.5,179,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5676869,-0.1932506
1,1263.7,0,06:25.6,02:34.8,3.23,00:00.0,0,28.5,180,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5676786,-0.1933425
1,1269.8,0,06:27.4,02:39.2,3.14,00:00.0,0,30,181,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5676687,-0.1934317
1,1276.2,0,06:29.4,02:41.8,3.09,00:00.0,0,28.5,182,6.4,0,---,---,---,---,---,---,---,---,---,---,52.567659,-0.1935245
1,1282.5,0,06:31.6,02:40.3,3.12,00:00.0,0,30,183,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5676491,-0.1936164
1,1289.5,0,06:33.6,02:34.8,3.23,00:00.0,0,28.5,184,7,0,---,---,---,---,---,---,---,---,---,---,52.5676359,-0.1937178
1,1296.2,0,06:35.6,02:31.5,3.3,00:00.0,0,28.5,185,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5676232,-0.1938145
1,1302.5,0,06:37.6,02:29.7,3.34,00:00.0,0,30,186,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5676102,-0.1939046
1,1309.9,0,06:39.6,02:24.5,3.46,00:00.0,0,30,187,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5675973,-0.1940122
1,1317.4,0,06:41.8,02:22.4,3.51,00:00.0,0,30,188,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5675833,-0.1941197
1,1323.2,0,06:43.6,02:24.1,3.47,00:00.0,0,30,189,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5675698,-0.1942025
1,1331.2,0,06:45.8,02:22.4,3.51,00:00.0,0,28.5,190,8,0,---,---,---,---,---,---,---,---,---,---,52.5675553,-0.1943187
1,1338.1,0,06:47.8,02:22.4,3.51,00:00.0,0,28.5,191,6.9,0,---,---,---,---,---,---,---,---,---,---,52.56754,-0.1944181
1,1344.5,0,06:49.8,02:23.7,3.48,00:00.0,0,30,192,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5675233,-0.1945088
1,1351.8,0,06:51.8,02:24.5,3.46,00:00.0,0,31,193,7.3,0,---,---,---,---,---,---,---,---,---,---,52.5675056,-0.194612
1,1358.5,0,06:53.8,02:27.5,3.39,00:00.0,0,28.5,194,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5674921,-0.1947086
1,1365.1,0,06:55.8,02:29.3,3.35,00:00.0,0,30,195,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5674786,-0.1948042
1,1372.5,0,06:58.0,02:25.8,3.43,00:00.0,0,28.5,196,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5674602,-0.1949091
1,1379.3,0,07:00.0,02:26.6,3.41,00:00.0,0,30,197,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5674458,-0.1950064
1,1386.3,0,07:02.0,02:25.8,3.43,00:00.0,0,30,198,7,0,---,---,---,---,---,---,---,---,---,---,52.5674317,-0.1951077
1,1393.5,0,07:04.0,02:19.7,3.58,00:00.0,0,28.5,199,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5674157,-0.1952106
1,1400.9,0,07:06.2,02:22.0,3.52,00:00.0,0,30,200,7.4,0,---,---,---,---,---,---,---,---,---,---,52.567398,-0.1953158
1,1407.7,0,07:08.2,02:27.5,3.39,00:00.0,0,28.5,201,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5673853,-0.1954147
1,1414.6,0,07:10.2,02:26.6,3.41,00:00.0,0,30,202,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5673704,-0.1955135
1,1421.6,0,07:12.2,02:24.9,3.45,00:00.0,0,28.5,203,7,0,---,---,---,---,---,---,---,---,---,---,52.5673561,-0.1956144
1,1429.1,0,07:14.4,02:24.9,3.45,00:00.0,0,30,204,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5673411,-0.1957223
1,1436.1,0,07:16.6,02:24.9,3.45,00:00.0,0,30,205,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5673275,-0.1958225
1,1443.2,0,07:18.4,02:23.7,3.48,00:00.0,0,28.5,206,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5673112,-0.1959239
1,1450.3,0,07:20.4,02:22.4,3.51,00:00.0,0,30,207,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5672974,-0.1960271
1,1457.4,0,07:22.6,02:22.0,3.52,00:00.0,0,28.5,208,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5672858,-0.1961296
1,1464.8,0,07:24.6,02:22.9,3.5,00:00.0,0,28.5,209,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5672701,-0.1962363
1,1471.8,0,07:26.6,02:24.1,3.47,00:00.0,0,30,210,7,0,---,---,---,---,---,---,---,---,---,---,52.5672539,-0.196337
1,1478.3,0,07:28.6,02:23.3,3.49,00:00.0,0,30,211,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5672374,-0.1964287
1,1485.9,0,07:30.6,02:20.4,3.56,00:00.0,0,30,212,7.6,0,---,---,---,---,---,---,---,---,---,---,52.56722,-0.1965365
1,1492.7,0,07:32.6,02:22.4,3.51,00:00.0,0,28.5,213,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5672067,-0.1966354
1,1499,0,07:34.6,02:25.8,3.43,00:00.0,0,30,214,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5671949,-0.1967271
1,1506.4,0,07:36.6,02:23.7,3.48,00:00.0,0,30,215,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5671793,-0.196832
1,1513.7,0,07:38.8,02:25.3,3.44,00:00.0,0,28.5,216,7.3,0,---,---,---,---,---,---,---,---,---,---,52.5671618,-0.1969362
1,1519.4,0,07:40.6,02:27.9,3.38,00:00.0,0,30,217,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5671482,-0.1970182
1,1527.2,0,07:42.8,02:25.3,3.44,00:00.0,0,30,218,7.8,0,---,---,---,---,---,---,---,---,---,---,52.5671378,-0.1971325
1,1534,0,07:44.8,02:26.6,3.41,00:00.0,0,28.5,219,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5671254,-0.197231
1,1540.3,0,07:46.7,02:27.5,3.39,00:00.0,0,30,220,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5671124,-0.1973213
1,1547.9,0,07:48.8,02:23.7,3.48,00:00.0,0,30,221,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5671021,-0.1974322
1,1554.8,0,07:50.8,02:22.9,3.5,00:00.0,0,30,222,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5670917,-0.1975331
1,1561.1,0,07:52.7,02:24.5,3.46,00:00.0,0,30,223,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5670827,-0.1976251
1,1568.4,0,07:54.8,02:24.5,3.46,00:00.0,0,30,224,7.3,0,---,---,---,---,---,---,---,---,---,---,52.5670727,-0.1977309
1,1575.3,0,07:57.0,02:29.3,3.35,00:00.0,0,28.5,225,7,0,---,---,---,---,---,---,---,---,---,---,52.5670568,-0.1978304
1,1581.4,0,07:58.9,02:33.8,3.25,00:00.0,0,30,226,6,0,---,---,---,---,---,---,---,---,---,---,52.5670449,-0.1979175
1,1588.6,0,08:01.0,02:31.5,3.3,00:00.0,0,30,227,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5670344,-0.1980224
1,1595.2,0,08:03.0,02:30.6,3.32,00:00.0,0,30,228,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5670225,-0.1981184
1,1602,0,08:05.0,02:29.3,3.35,00:00.0,0,28.5,229,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5670089,-0.1982163
1,1608.8,0,08:07.0,02:26.6,3.41,00:00.0,0,30,230,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5669954,-0.1983143
1,1615.8,0,08:09.0,02:26.6,3.41,00:00.0,0,30,231,7,0,---,---,---,---,---,---,---,---,---,---,52.5669806,-0.1984148
1,1622.8,0,08:11.0,02:24.1,3.47,00:00.0,0,30,232,7,0,---,---,---,---,---,---,---,---,---,---,52.5669685,-0.1985162
1,1630.3,0,08:13.2,02:22.4,3.51,00:00.0,0,30,233,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5669538,-0.1986247
1,1637.2,0,08:15.2,02:24.9,3.45,00:00.0,0,28.5,234,6.9,0,---,---,---,---,---,---,---,---,---,---,52.566937,-0.198723
1,1644.1,0,08:17.2,02:25.8,3.43,00:00.0,0,30,235,7,0,---,---,---,---,---,---,---,---,---,---,52.5669247,-0.1988235
1,1650.7,0,08:19.2,02:24.9,3.45,00:00.0,0,30,236,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5669055,-0.1989162
1,1657.5,0,08:21.2,02:28.8,3.36,00:00.0,0,30,237,6.8,0,---,---,---,---,---,---,---,---,---,---,52.566889,-0.1990129
1,1664.3,0,08:23.2,02:31.1,3.31,00:00.0,0,28.5,238,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5668767,-0.1991108
1,1670.8,0,08:25.2,02:31.1,3.31,00:00.0,0,30,239,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566866,-0.1992045
1,1681.3,0,08:30.0,02:58.6,2.8,00:00.0,0,28,240,10.6,0,---,---,---,---,---,---,---,---,---,---,52.5668493,-0.1993586
1,1686.6,0,08:32.0,03:29.2,2.39,00:00.0,0,27.5,241,5.2,0,---,---,---,---,---,---,---,---,---,---,52.5668315,-0.19943
1,1692.7,0,08:34.2,03:10.1,2.63,00:00.0,0,28.5,242,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5668106,-0.1995138
1,1698.5,0,08:36.2,02:56.7,2.83,00:00.0,0,28.5,243,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5667915,-0.199594
1,1705,0,08:38.4,02:51.8,2.91,00:00.0,0,28.5,244,6.4,0,---,---,---,---,---,---,---,---,---,---,52.566768,-0.1996814
1,1711,0,08:40.7,02:49.5,2.95,00:00.0,0,28.5,245,6,0,---,---,---,---,---,---,---,---,---,---,52.5667486,-0.1997638
1,1717,0,08:42.4,02:46.7,3,00:00.0,0,30,246,6,0,---,---,---,---,---,---,---,---,---,---,52.5667364,-0.1998508
1,1723.1,0,08:44.4,02:45.0,3.03,00:00.0,0,30,247,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5667273,-0.1999395
1,1729.3,0,08:46.7,02:43.4,3.06,00:00.0,0,28.5,248,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5667203,-0.2000311
1,1736.2,0,08:48.6,02:38.2,3.16,00:00.0,0,28.5,249,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5667165,-0.2001319
1,1742.3,0,08:50.6,02:38.7,3.15,00:00.0,0,30,250,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5667068,-0.2002213
1,1747.9,0,08:52.6,02:43.4,3.06,00:00.0,0,30,251,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5666979,-0.2003036
1,1754.4,0,08:54.6,02:43.4,3.06,00:00.0,0,28.5,252,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5666883,-0.2003975
1,1760.7,0,08:56.8,02:46.7,3,00:00.0,0,28.5,253,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5666775,-0.2004889
1,1766.5,0,08:58.9,02:53.6,2.88,00:00.0,0,28.5,254,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5666696,-0.2005733
1,1772.7,0,09:01.0,02:53.6,2.88,00:00.0,0,28.5,255,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5666624,-0.2006654
1,1779.2,0,09:03.2,02:51.2,2.92,00:00.0,0,27.5,256,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5666539,-0.2007603
1,1785.3,0,09:05.2,02:50.1,2.94,00:00.0,0,30,257,6,0,---,---,---,---,---,---,---,---,---,---,52.566648,-0.2008492
1,1791.4,0,09:07.2,02:46.7,3,00:00.0,0,28.5,258,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5666368,-0.2009382
1,1797.9,0,09:09.2,02:42.9,3.07,00:00.0,0,30,259,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5666287,-0.2010321
1,1804.7,0,09:11.4,02:40.8,3.11,00:00.0,0,28.5,260,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5666231,-0.2011325
1,1810.9,0,09:13.7,02:40.3,3.12,00:00.0,0,28.5,261,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5666169,-0.2012242
1,1817.6,0,09:15.6,02:38.7,3.15,00:00.0,0,28.5,262,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5666058,-0.201322
1,1823.8,0,09:17.6,02:40.8,3.11,00:00.0,0,28.5,263,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5665957,-0.2014117
1,1829.6,0,09:19.7,02:41.8,3.09,00:00.0,0,28,264,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5665839,-0.201495
1,1836.9,0,09:21.8,02:37.2,3.18,00:00.0,0,29.5,265,7.3,0,---,---,---,---,---,---,---,---,---,---,52.5665666,-0.2015998
1,1843.4,0,09:23.8,02:35.8,3.21,00:00.0,0,28.5,266,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566557,-0.2016943
1,1849.9,0,09:25.9,02:35.8,3.21,00:00.0,0,30,267,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5665459,-0.2017882
1,1856.8,0,09:28.0,02:33.8,3.25,00:00.0,0,28.5,268,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5665306,-0.2018863
1,1863,0,09:30.0,02:37.7,3.17,00:00.0,0,30,269,6.3,0,---,---,---,---,---,---,---,---,---,---,52.566517,-0.2019759
1,1869.1,0,09:32.0,02:42.3,3.08,00:00.0,0,28.5,270,6.1,0,---,---,---,---,---,---,---,---,---,---,52.566501,-0.2020622
1,1875.4,0,09:34.0,02:41.3,3.1,00:00.0,0,28.5,271,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5664848,-0.2021514
1,1881.9,0,09:36.2,02:43.4,3.06,00:00.0,0,30,272,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566471,-0.2022452
1,1888.3,0,09:38.2,02:43.9,3.05,00:00.0,0,28.5,273,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5664589,-0.202337
1,1894.8,0,09:40.2,02:38.2,3.16,00:00.0,0,30,274,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566447,-0.2024308
1,1901.4,0,09:42.2,02:35.3,3.22,00:00.0,0,30,275,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5664316,-0.2025255
1,1908,0,09:44.2,02:33.8,3.25,00:00.0,0,30,276,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5664138,-0.2026186
1,1914.8,0,09:46.2,02:30.6,3.32,00:00.0,0,30,277,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5663963,-0.2027141
1,1921.9,0,09:48.4,02:29.3,3.35,00:00.0,0,28.5,278,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5663798,-0.2028159
1,1928,0,09:50.2,02:31.5,3.3,00:00.0,0,31,279,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5663649,-0.2029024
1,1934.4,0,09:52.2,02:33.8,3.25,00:00.0,0,30,280,6.5,0,---,---,---,---,---,---,---,---,---,---,52.566355,-0.2029959
1,1941,0,09:54.2,02:34.8,3.23,00:00.0,0,30,281,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5663471,-0.2030922
1,1948,0,09:56.4,02:34.3,3.24,00:00.0,0,30,282,7,0,---,---,---,---,---,---,---,---,---,---,52.5663335,-0.2031933
1,1954.3,0,09:58.7,02:35.3,3.22,00:00.0,0,28.5,283,6.3,0,---,---,---,---,---,---,---,---,---,---,52.5663186,-0.2032838
1,1960.7,0,10:00.4,02:36.7,3.19,00:00.0,0,28.5,284,6.4,0,---,---,---,---,---,---,---,---,---,---,52.566304,-0.2033756
1,1967.3,0,10:02.4,02:35.8,3.21,00:00.0,0,30,285,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5662905,-0.20347
1,1973.9,0,10:04.7,02:33.4,3.26,00:00.0,0,30,286,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5662771,-0.2035656
1,1980.7,0,10:06.6,02:32.9,3.27,00:00.0,0,27.5,287,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5662638,-0.203663
