Interval,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,4469.6,0.1,06:32.8,07:30.5,1.11,00:00.0,0,38.5,1099,4.1,0,---,---,---,---,---,---,---,---,---,---,52.5697878,-0.1751891
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Per-Stroke Data:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1,3146.2,0,16:26.9,04:47.4,1.74,00:00.0,0,20,463,5,0,---,---,---,---,---,---,---,---,---,---,52.5657659,-0.2208448
1,3152.2,0,16:30.2,04:47.4,1.74,00:00.0,0,19,464,6,0,---,---,---,---,---,---,---,---,---,---,52.5657778,-0.2209315
1,3157.1,0,16:33.2,04:52.4,1.71,00:00.0,0,19,465,4.9,0,---,---,---,---,---,---,---,---,---,---,52.5657868,-0.2210023
1,3162.3,0,16:36.4,05:06.7,1.63,00:00.0,0,18.5,466,5.2,0,---,---,---,---,---,---,---,---,---,---,52.5657945,-0.221078
1,3167.5,0,16:39.6,05:08.6,1.62,00:00.0,0,18.5,467,5.2,0,---,---,---,---,---,---,---,---,---,---,52.5657976,-0.2211555
1,3172.9,0,16:42.8,05:06.7,1.63,00:00.0,0,19,468,5.3,0,---,---,---,---,---,---,---,---,---,---,52.5657963,-0.2212345
1,3178.3,0,16:46.0,05:03.0,1.65,00:00.0,0,18,469,5.4,0,---,---,---,---,---,---,---,---,---,---,52.5657961,-0.2213145
1,3183.6,0,16:49.3,05:03.0,1.65,00:00.0,0,18,470,5.3,0,---,---,---,---,---,---,---,---,---,---,52.5657953,-0.2213934
1,3188.6,0,16:52.7,05:10.6,1.61,00:00.0,0,18.5,471,5,0,---,---,---,---,---,---,---,---,---,---,52.5657925,-0.2214664
1,3193.4,0,16:55.8,05:18.5,1.57,00:00.0,0,18,472,4.8,0,---,---,---,---,---,---,---,---,---,---,52.5657888,-0.2215379
1,3199,0,16:59.3,05:20.5,1.56,00:00.0,0,18.5,473,5.5,0,---,---,---,---,---,---,---,---,---,---,52.565784,-0.221619
1,3204,0,17:02.4,05:16.5,1.58,00:00.0,0,17.5,474,5,0,---,---,---,---,---,---,---,---,---,---,52.5657797,-0.2216934
1,3209.8,0,17:05.8,05:10.6,1.61,00:00.0,0,17.5,475,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5657758,-0.2217779
1,3215.5,0,17:09.1,04:55.9,1.69,00:00.0,0,18.5,476,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5657718,-0.2218623
1,3221.6,0,17:12.5,04:40.9,1.78,00:00.0,0,18,477,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5657657,-0.2219529
1,3227.8,0,17:15.7,04:30.3,1.85,00:00.0,0,18.5,478,6.2,0,---,---,---,---,---,---,---,---,---,---,52.5657673,-0.2220445
1,3233.8,0,17:18.9,04:26.0,1.88,00:00.0,0,18.5,479,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5657663,-0.2221323
1,3239.7,0,17:22.1,04:30.3,1.85,00:00.0,0,18,480,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5657692,-0.2222196
1,3245.6,0,17:25.3,04:34.7,1.82,00:00.0,0,18.5,481,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5657729,-0.2223073
1,3251.6,0,17:28.7,04:34.7,1.82,00:00.0,0,19,482,6,0,---,---,---,---,---,---,---,---,---,---,52.5657782,-0.2223957
1,3256.9,0,17:31.7,04:33.2,1.83,00:00.0,0,18.5,483,5.3,0,---,---,---,---,---,---,---,---,---,---,52.565779,-0.2224739
1,3262.7,0,17:34.8,04:36.2,1.81,00:00.0,0,18.5,484,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5657776,-0.222559
1,3268.6,0,17:38.1,04:37.8,1.8,00:00.0,0,19,485,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5657763,-0.2226464
1,3274.3,0,17:41.3,04:36.2,1.81,00:00.0,0,18.5,486,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5657754,-0.2227305
1,3280.3,0,17:44.5,04:33.2,1.83,00:00.0,0,18.5,487,6,0,---,---,---,---,---,---,---,---,---,---,52.5657757,-0.2228191
1,3286,0,17:47.5,04:27.4,1.87,00:00.0,0,19,488,5.7,0,---,---,---,---,---,---,---,---,---,---,52.565772,-0.2229036
1,3292.7,0,17:50.9,04:20.4,1.92,00:00.0,0,19,489,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5657691,-0.2230026
1,3299.4,0,17:54.1,04:11.3,1.99,00:00.0,0,17.5,490,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5657658,-0.2231007
1,3306.2,0,17:57.4,04:06.3,2.03,00:00.0,0,17.5,491,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5657592,-0.2232013
1,3312.8,0,18:00.9,04:11.3,1.99,00:00.0,0,17.5,492,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5657543,-0.2232981
1,3319.3,0,18:04.1,04:15.1,1.96,00:00.0,0,18,493,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5657533,-0.2233935
1,3326,0,18:07.7,04:12.5,1.98,00:00.0,0,17.5,494,6.7,0,---,---,---,---,---,---,---,---,---,---,52.56575,-0.2234925
1,3331.9,0,18:10.7,04:13.8,1.97,00:00.0,0,18,495,6,0,---,---,---,---,---,---,---,---,---,---,52.5657512,-0.2235807
1,3338.5,0,18:13.9,04:12.5,1.98,00:00.0,0,18.5,496,6.6,0,---,---,---,---,---,---,---,---,---,---,52.565752,-0.223678
1,3344.9,0,18:17.3,04:12.5,1.98,00:00.0,0,18,497,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5657477,-0.2237729
1,3351,0,18:20.5,04:16.4,1.95,00:00.0,0,18.5,498,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657432,-0.2238627
1,3357.2,0,18:23.7,04:21.8,1.91,00:00.0,0,18.5,499,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657465,-0.2239533
1,3362.8,0,18:26.7,04:27.4,1.87,00:00.0,0,19,500,5.6,0,---,---,---,---,---,---,---,---,---,---,52.5657478,-0.2240364
1,3368.9,0,18:30.1,04:33.2,1.83,00:00.0,0,19,501,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657493,-0.2241267
1,3374.7,0,18:33.1,04:31.7,1.84,00:00.0,0,18.5,502,5.7,0,---,---,---,---,---,---,---,---,---,---,52.5657526,-0.2242115
1,3380.7,0,18:36.1,04:20.4,1.92,00:00.0,0,19.5,503,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657563,-0.2243004
1,3387.3,0,18:39.3,04:06.3,2.03,00:00.0,0,20,504,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5657564,-0.2243983
1,3393.7,0,18:42.3,03:57.0,2.11,00:00.0,0,19.5,505,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5657499,-0.2244919
1,3400.2,0,18:45.3,03:54.7,2.13,00:00.0,0,20,506,6.5,0,---,---,---,---,---,---,---,---,---,---,52.565742,-0.2245868
1,3406.3,0,18:48.1,03:53.6,2.14,00:00.0,0,20,507,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657305,-0.224675
1,3412.3,0,18:51.1,03:59.2,2.09,00:00.0,0,19.5,508,6,0,---,---,---,---,---,---,---,---,---,---,52.5657238,-0.2247637
1,3418.7,0,18:54.3,04:08.8,2.01,00:00.0,0,19,509,6.4,0,---,---,---,---,---,---,---,---,---,---,52.565715,-0.2248567
1,3425,0,18:57.5,04:12.5,1.98,00:00.0,0,19.5,510,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5657092,-0.2249505
1,3431.2,0,19:00.5,04:10.0,2,00:00.0,0,19.5,511,6.1,0,---,---,---,---,---,---,---,---,---,---,52.5657111,-0.2250412
1,3437.6,0,19:03.5,04:02.7,2.06,00:00.0,0,19.5,512,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5657138,-0.225136
1,3444.1,0,19:06.5,03:55.8,2.12,00:00.0,0,19.5,513,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5657182,-0.2252316
1,3450.6,0,19:09.5,03:53.6,2.14,00:00.0,0,19.5,514,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5657251,-0.225327
1,3457.5,0,19:12.7,03:52.6,2.15,00:00.0,0,19,515,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5657274,-0.2254283
1,3464.5,0,19:15.9,03:50.4,2.17,00:00.0,0,19,516,7,0,---,---,---,---,---,---,---,---,---,---,52.5657286,-0.2255322
1,3471,0,19:18.9,03:50.4,2.17,00:00.0,0,19,517,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5657281,-0.2256287
1,3477.6,0,19:22.1,03:57.0,2.11,00:00.0,0,20,518,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5657204,-0.2257255
1,3483.5,0,19:24.9,04:03.9,2.05,00:00.0,0,20,519,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5657129,-0.225812
1,3489.4,0,19:27.7,04:03.9,2.05,00:00.0,0,21.5,520,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5657045,-0.2258968
1,3496.1,0,19:30.7,03:51.5,2.16,00:00.0,0,19.5,521,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5656922,-0.225995
1,3503.5,0,19:33.9,03:41.2,2.26,00:00.0,0,19.5,522,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5656804,-0.2261026
1,3511.6,0,19:37.7,03:43.2,2.24,00:00.0,0,20,523,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5656676,-0.2262198
1,3519.6,0,19:41.3,03:49.4,2.18,00:00.0,0,14,524,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5656676,-0.226339
1,3526.6,0,19:44.7,03:59.2,2.09,00:00.0,0,16.5,525,7,0,---,---,---,---,---,---,---,---,---,---,52.5656698,-0.2264421
1,3534.1,0,19:48.3,04:03.9,2.05,00:00.0,0,17,526,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5656746,-0.2265521
1,3541,0,19:51.5,03:57.0,2.11,00:00.0,0,17.5,527,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5656732,-0.2266543
1,3549.3,0,19:55.1,03:45.2,2.22,00:00.0,0,17.5,528,8.3,0,---,---,---,---,---,---,---,---,---,---,52.5656723,-0.2267772
1,3557.6,0,19:58.7,03:33.7,2.34,00:00.0,0,17.5,529,8.3,0,---,---,---,---,---,---,---,---,---,---,52.565672,-0.2268997
1,3565.8,0,20:01.8,03:24.1,2.45,00:00.0,0,17.5,530,8.2,0,---,---,---,---,---,---,---,---,---,---,52.565665,-0.22702
1,3575,0,20:05.3,03:15.3,2.56,00:00.0,0,17.5,531,9.2,0,---,---,---,---,---,---,---,---,---,---,52.5656541,-0.2271546
1,3583.7,0,20:08.7,03:13.8,2.58,00:00.0,0,17,532,8.7,0,---,---,---,---,---,---,---,---,---,---,52.5656442,-0.227282
1,3592,0,20:12.1,03:20.0,2.5,00:00.0,0,18,533,8.4,0,---,---,---,---,---,---,---,---,---,---,52.565647,-0.2274057
1,3600.4,0,20:15.5,03:24.1,2.45,00:00.0,0,17.5,534,8.3,0,---,---,---,---,---,---,---,---,---,---,52.5656472,-0.2275288
1,3608.8,0,20:18.9,03:22.4,2.47,00:00.0,0,17.5,535,8.4,0,---,---,---,---,---,---,---,---,---,---,52.5656478,-0.2276536
1,3617.4,0,20:22.3,03:21.6,2.48,00:00.0,0,17.5,536,8.6,0,---,---,---,---,---,---,---,---,---,---,52.565652,-0.2277802
1,3625.4,0,20:25.7,03:22.4,2.47,00:00.0,0,17.5,537,8,0,---,---,---,---,---,---,---,---,---,---,52.5656541,-0.227899
1,3634.1,0,20:29.1,03:20.8,2.49,00:00.0,0,17.5,538,8.7,0,---,---,---,---,---,---,---,---,---,---,52.5656577,-0.2280275
1,3642.6,0,20:32.5,03:20.0,2.5,00:00.0,0,18,539,8.4,0,---,---,---,---,---,---,---,---,---,---,52.5656607,-0.228152
1,3650.6,0,20:35.7,03:20.8,2.49,00:00.0,0,17.5,540,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5656582,-0.2282711
1,3659.1,0,20:39.1,03:20.0,2.5,00:00.0,0,17.5,541,8.5,0,---,---,---,---,---,---,---,---,---,---,52.5656526,-0.2283965
1,3667.6,0,20:42.5,03:18.4,2.52,00:00.0,0,18,542,8.5,0,---,---,---,---,---,---,---,---,---,---,52.5656512,-0.2285225
1,3676.2,0,20:45.9,03:18.4,2.52,00:00.0,0,17.5,543,8.6,0,---,---,---,---,---,---,---,---,---,---,52.5656512,-0.228649
1,3684.9,0,20:49.3,03:17.6,2.53,00:00.0,0,18,544,8.7,0,---,---,---,---,---,---,---,---,---,---,52.5656529,-0.2287771
1,3693,0,20:52.7,03:19.2,2.51,00:00.0,0,17,545,8.2,0,---,---,---,---,---,---,---,---,---,---,52.565647,-0.2288972
1,3701.5,0,20:55.9,03:17.6,2.53,00:00.0,0,17.5,546,8.5,0,---,---,---,---,---,---,---,---,---,---,52.5656424,-0.2290229
1,3709.9,0,20:59.3,03:17.6,2.53,00:00.0,0,18,547,8.3,0,---,---,---,---,---,---,---,---,---,---,52.565637,-0.229146
1,3717.8,0,21:02.7,03:25.8,2.43,00:00.0,0,17.5,548,8,0,---,---,---,---,---,---,---,---,---,---,52.5656365,-0.2292633
1,3725.7,0,21:06.1,03:34.6,2.33,00:00.0,0,17.5,549,7.8,0,---,---,---,---,---,---,---,---,---,---,52.5656461,-0.229378
1,3733.2,0,21:09.5,03:40.3,2.27,00:00.0,0,17.5,550,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5656528,-0.2294883
1,3740.6,0,21:12.9,03:47.3,2.2,00:00.0,0,17.5,551,7.4,0,---,---,---,---,---,---,---,---,---,---,52.5656519,-0.2295975
1,3748.2,0,21:16.3,03:51.5,2.16,00:00.0,0,17.5,552,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5656511,-0.2297101
1,3755.7,0,21:19.8,03:46.2,2.21,00:00.0,0,17.5,553,7.6,0,---,---,---,---,---,---,---,---,---,---,52.565649,-0.229822
1,3763.9,0,21:23.3,03:39.3,2.28,00:00.0,0,17,554,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5656424,-0.2299413
1,3771.5,0,21:26.5,03:36.4,2.31,00:00.0,0,18,555,7.7,0,---,---,---,---,---,---,---,---,---,---,52.5656389,-0.2300547
1,3779.5,0,21:29.9,03:33.7,2.34,00:00.0,0,17.5,556,8,0,---,---,---,---,---,---,---,---,---,---,52.5656444,-0.2301721
1,3787.1,0,21:33.3,03:37.4,2.3,00:00.0,0,17.5,557,7.6,0,---,---,---,---,---,---,---,---,---,---,52.565653,-0.2302839
1,3794,0,21:36.5,03:47.3,2.2,00:00.0,0,18,558,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5656578,-0.2303855
1,3800.9,0,21:39.9,04:00.4,2.08,00:00.0,0,18.5,559,6.9,0,---,---,---,---,---,---,---,---,---,---,52.5656583,-0.2304876
1,3807.3,0,21:43.1,04:10.0,2,00:00.0,0,18,560,6.4,0,---,---,---,---,---,---,---,---,---,---,52.5656593,-0.2305822
1,3814.1,0,21:46.3,04:07.5,2.02,00:00.0,0,18.5,561,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5656548,-0.2306822
1,3821.2,0,21:49.7,03:54.7,2.13,00:00.0,0,18,562,7.1,0,---,---,---,---,---,---,---,---,---,---,52.5656523,-0.2307876
1,3828.1,0,21:52.7,03:44.2,2.23,00:00.0,0,18.5,563,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5656498,-0.2308884
1,3836.1,0,21:56.1,03:37.4,2.3,00:00.0,0,18,564,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5656466,-0.2310075
1,3843.8,0,21:59.3,03:31.0,2.37,00:00.0,0,18.5,565,7.7,0,---,---,---,---,---,---,---,---,---,---,52.5656467,-0.2311207
1,3851.7,0,22:02.5,03:27.5,2.41,00:00.0,0,18,566,8,0,---,---,---,---,---,---,---,---,---,---,52.5656535,-0.2312374
1,3859.9,0,22:05.9,03:25.8,2.43,00:00.0,0,19,567,8.2,0,---,---,---,---,---,---,---,---,---,---,52.5656666,-0.2313566
1,3867.8,0,22:09.1,03:24.1,2.45,00:00.0,0,18,568,7.9,0,---,---,---,---,---,---,---,---,---,---,52.5656835,-0.2314697
1,3876.1,0,22:12.3,03:19.2,2.51,00:00.0,0,18,569,8.3,0,---,---,---,---,---,---,---,---,---,---,52.5657136,-0.2315822
1,3884.6,0,22:15.5,03:13.8,2.58,00:00.0,0,18.5,570,8.5,0,---,---,---,---,---,---,---,---,---,---,52.5657454,-0.2316956
1,3892.8,0,22:18.7,03:11.6,2.61,00:00.0,0,18.5,571,8.2,0,---,---,---,---,---,---,---,---,---,---,52.565773,-0.2318086
1,3900.9,0,22:21.9,03:13.1,2.59,00:00.0,0,19.5,572,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5657958,-0.2319223
1,3908.4,0,22:24.9,03:19.2,2.51,00:00.0,0,19,573,7.5,0,---,---,---,---,---,---,---,---,---,---,52.5658131,-0.2320289
1,3916,0,22:27.9,03:24.1,2.45,00:00.0,0,19,574,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5658318,-0.2321367
1,3924.8,0,22:31.3,03:18.4,2.52,00:00.0,0,19,575,8.9,0,---,---,---,---,---,---,---,---,---,---,52.5658592,-0.2322592
1,3932.9,0,22:34.3,03:10.1,2.63,00:00.0,0,19,576,8.1,0,---,---,---,---,---,---,---,---,---,---,52.565884,-0.2323719
1,3941,0,22:37.3,03:08.0,2.66,00:00.0,0,19.5,577,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5659151,-0.2324801
1,3968.1,0,23:47.9,20:19.5,0.41,00:00.0,0,22,578,27.1,0,---,---,---,---,---,---,---,---,---,---,52.5659757,-0.2328291
1,3969.3,0,23:49.1,08:40.8,0.96,00:00.0,0,41.5,579,1.2,0,---,---,---,---,---,---,---,---,---,---,52.5659765,-0.2328525
1,3974.7,0,23:52.7,05:18.5,1.57,00:00.0,0,17,580,5.4,0,---,---,---,---,---,---,---,---,---,---,52.5659807,-0.2329403
1,3980.5,0,23:55.8,04:27.4,1.87,00:00.0,0,19.5,581,5.8,0,---,---,---,---,---,---,---,---,---,---,52.5659793,-0.2330255
1,3985.3,0,23:58.7,04:17.7,1.94,00:00.0,0,19.5,582,4.8,0,---,---,---,---,---,---,---,---,---,---,52.5659763,-0.2330971
1,3990.5,0,24:01.8,04:27.4,1.87,00:00.0,0,18.5,583,5.2,0,---,---,---,---,---,---,---,---,---,---,52.5659829,-0.2331726
1,3997.3,0,24:04.9,04:21.8,1.91,00:00.0,0,19.5,584,6.8,0,---,---,---,---,---,---,---,---,---,---,52.5659867,-0.23327
1,4004.4,0,24:08.1,03:57.0,2.11,00:00.0,0,19,585,7.2,0,---,---,---,---,---,---,---,---,---,---,52.5660045,-0.2333759
1,4012.6,0,24:11.3,03:38.3,2.29,00:00.0,0,19,586,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5660299,-0.2334886
1,4019.9,0,24:14.3,03:29.2,2.39,00:00.0,0,20,587,7.3,0,---,---,---,---,---,---,---,---,---,---,52.566055,-0.2335883
1,4027.5,0,24:17.3,03:24.9,2.44,00:00.0,0,19.5,588,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5660834,-0.2336907
1,4035.7,0,24:20.5,03:23.3,2.46,00:00.0,0,18.5,589,8.2,0,---,---,---,---,---,---,---,---,---,---,52.5661209,-0.2337953
1,4043.8,0,24:23.7,03:23.3,2.46,00:00.0,0,19.5,590,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5661561,-0.2339004
1,4051.6,0,24:26.7,03:22.4,2.47,00:00.0,0,19,591,7.8,0,---,---,---,---,---,---,---,---,---,---,52.5661929,-0.2339991
1,4059.6,0,24:29.9,03:20.8,2.49,00:00.0,0,18.5,592,7.9,0,---,---,---,---,---,---,---,---,---,---,52.5662296,-0.2340996
1,4067.2,0,24:32.9,03:20.0,2.5,00:00.0,0,20,593,7.6,0,---,---,---,---,---,---,---,---,---,---,52.5662627,-0.2341981
1,4075.3,0,24:36.1,03:18.4,2.52,00:00.0,0,19,594,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5662998,-0.2343011
1,4083.1,0,24:39.1,03:15.3,2.56,00:00.0,0,19,595,7.8,0,---,---,---,---,---,---,---,---,---,---,52.5663354,-0.234401
1,4091.4,0,24:42.3,03:13.1,2.59,00:00.0,0,19,596,8.3,0,---,---,---,---,---,---,---,---,---,---,52.5663705,-0.2345094
1,4099.4,0,24:45.3,03:12.3,2.6,00:00.0,0,19.5,597,7.9,0,---,---,---,---,---,---,---,---,---,---,52.5664039,-0.234613
1,4107.8,0,24:48.5,03:10.1,2.63,00:00.0,0,19,598,8.4,0,---,---,---,---,---,---,---,---,---,---,52.5664337,-0.2347276
1,4115.8,0,24:51.5,03:08.7,2.65,00:00.0,0,19.5,599,8,0,---,---,---,---,---,---,---,---,---,---,52.5664648,-0.2348345
1,4123.9,0,24:54.5,03:10.1,2.63,00:00.0,0,19.5,600,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5665029,-0.2349358
1,4131.9,0,24:57.5,03:10.8,2.62,00:00.0,0,19.5,601,8,0,---,---,---,---,---,---,---,---,---,---,52.5665403,-0.2350366
1,4140.1,0,25:00.7,03:13.1,2.59,00:00.0,0,20,602,8.3,0,---,---,---,---,---,---,---,---,---,---,52.566583,-0.2351362
1,4147.8,0,25:03.7,03:16.9,2.54,00:00.0,0,19.5,603,7.7,0,---,---,---,---,---,---,---,---,---,---,52.5666228,-0.2352288
1,4155.5,0,25:06.7,03:18.4,2.52,00:00.0,0,19,604,7.7,0,---,---,---,---,---,---,---,---,---,---,52.5666645,-0.2353202
1,4163.9,0,25:09.9,03:16.9,2.54,00:00.0,0,19,605,8.3,0,---,---,---,---,---,---,---,---,---,---,52.5667126,-0.2354147
1,4171.9,0,25:12.9,03:13.1,2.59,00:00.0,0,19.5,606,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5667589,-0.235506
1,4180,0,25:16.1,03:12.3,2.6,00:00.0,0,19.5,607,8.1,0,---,---,---,---,---,---,---,---,---,---,52.5668022,-0.2356014
1,4187.7,0,25:19.1,03:15.3,2.56,00:00.0,0,19.5,608,7.8,0,---,---,---,---,---,---,---,---,---,---,52.5668381,-0.2357001
1,4195.8,0,25:22.1,03:13.1,2.59,00:00.0,0,20,609,8.1,0,---,---,---,---,---,---,---,---,---,---,52.566873,-0.2358047
1,4204,0,25:25.1,03:08.7,2.65,00:00.0,0,19.5,610,8.2,0,---,---,---,---,---,---,---,---,---,---,52.5669108,-0.2359084
1,4211.7,0,25:28.1,03:11.6,2.61,00:00.0,0,20.5,611,7.7,0,---,---,---,---,---,---,---,---,---,---,52.5669462,-0.2360061
1,4235.7,0,25:47.5,07:00.2,1.19,00:00.0,0,15.5,612,24,0,---,---,---,---,---,---,---,---,---,---,52.5670368,-0.2363286
1,4240.2,0,25:51.7,08:40.8,0.96,00:00.0,0,15,613,4.5,0,---,---,---,---,---,---,---,---,---,---,52.5670587,-0.2363852
1,4243.3,0,25:53.9,07:47.3,1.07,00:00.0,0,32.5,614,3,0,---,---,---,---,---,---,---,---,---,---,52.5670782,-0.2364168
1,4244.7,0,25:54.9,06:21.7,1.31,00:00.0,0,39,615,1.4,0,---,---,---,---,---,---,---,---,---,---,52.5670874,-0.2364319
1,4250.6,0,25:58.3,05:10.6,1.61,00:00.0,0,17.5,616,5.9,0,---,---,---,---,---,---,---,---,---,---,52.5671277,-0.2364876
1,4257,0,26:01.7,04:36.2,1.81,00:00.0,0,18.5,617,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5671747,-0.2365441
1,4264.1,0,26:04.9,04:07.5,2.02,00:00.0,0,18,618,7.1,0,---,---,---,---,---,---,---,---,---,---,52.567228,-0.2366015
1,4270.6,0,26:08.1,03:59.2,2.09,00:00.0,0,18.5,619,6.5,0,---,---,---,---,---,---,---,---,---,---,52.5672731,-0.2366624
1,4277.2,0,26:11.3,04:03.9,2.05,00:00.0,0,19,620,6.6,0,---,---,---,---,---,---,---,---,---,---,52.5673192,-0.2367231
1,4283.9,0,26:14.5,04:05.1,2.04,00:00.0,0,18.5,621,6.7,0,---,---,---,---,---,---,---,---,---,---,52.5673642,-0.2367887
1,4308.5,0,30:50.7,37:52.7,0.22,00:00.0,0,83,622,24.7,0,---,---,---,---,---,---,---,---,---,---,52.5675126,-0.2368896
1,4308.5,0,30:52.8,17:00.4,0.49,00:00.0,0,56,623,0,0,---,---,---,---,---,---,---,---,---,---,52.567519,-0.2368892
1,4308.6,0,30:55.8,16:40.0,0.5,00:00.0,0,18.5,624,0,0,---,---,---,---,---,---,---,---,---,---,52.5675238,-0.2368991
1,4308.6,0,30:59.5,25:15.2,0.33,00:00.0,0,23.5,625,0,0,---,---,---,---,---,---,---,---,---,---,52.5675225,-0.2369008
1,4309,0,31:09.7,29:45.7,0.28,00:00.0,0,30,626,0.4,0,---,---,---,---,---,---,---,---,---,---,52.5675293,-0.2369028
1,4309,0,31:13.1,34:43.3,0.24,00:00.0,0,16.5,627,0,0,---,---,---,---,---,---,---,---,---,---,52.5675211,-0.2369002
1,4309,0,31:14.7,18:07.0,0.46,00:00.0,0,38,628,0,0,---,---,---,---,---,---,---,---,---,---,52.5675171,-0.2368953
1,4309,0,31:28.8,28:20.0,0.04,00:00.0,0,34,629,0,0,---,---,---,---,---,---,---,---,---,---,52.5675118,-0.2368998
1,4309,0,31:29.7,15:45.5,0.11,00:00.0,0,43,630,0,0,---,---,---,---,---,---,---,---,---,---,52.5675124,-0.2368997
1,4309,0,31:30.1,52:05.0,0.16,00:00.0,0,111,631,0,0,---,---,---,---,---,---,---,---,---,---,52.5675135,-0.2368986
1,4309,0,31:45.9,18:53.3,0.06,00:00.0,0,12.5,632,0,0,---,---,---,---,---,---,---,---,---,---,52.5675046,-0.2369074
1,4309,0,31:49.8,18:53.3,0.06,00:00.0,0,14,633,0,0,---,---,---,---,---,---,---,---,---,---,52.5675038,-0.2369048
1,4309,0,31:50.8,44:10.0,0.08,00:00.0,0,68,634,0,0,---,---,---,---,---,---,---,---,---,---,52.5675041,-0.2369037
1,4309,0,31:51.3,59:31.4,0.14,00:00.0,0,96.5,635,0,0,---,---,---,---,---,---,---,---,---,---,52.5675054,-0.2369044
1,4309,0,32:00.3,33:20.0,0.25,00:00.0,0,64,636,0,0,---,---,---,---,---,---,---,---,---,---,52.5675128,-0.2368955
1,4309,0,32:11.0,27:46.7,0.3,00:00.0,0,32,637,0,0,---,---,---,---,---,---,---,---,---,---,52.5675234,-0.2369178
1,4309,0,32:12.3,28:44.1,0.29,00:00.0,0,44,638,0,0,---,---,---,---,---,---,---,---,---,---,52.5675267,-0.2369185
